Combination,Wins,Losses,Total Games,Win Rate
"(""Kai'Sa"", 'Nautilus', 'Nidalee', 'Rengar', 'Tristana')",1,0,1,1.0
"('Jinx', ""K'Sante"", 'Taliyah', 'Thresh', 'Tristana')",2,0,2,1.0
"('Jarvan IV', ""Kai'Sa"", 'Rumble', 'Taliyah', 'Tristana')",1,0,1,1.0
"('Akshan', 'Kennen', 'Nautilus', 'Smolder', 'Udyr')",2,0,2,1.0
"('Graves', 'Jinx', 'Kennen', 'Soraka', 'Sylas')",2,0,2,1.0
"('Corki', 'Kennen', 'Lulu', 'Nidalee', 'Yone')",2,0,2,1.0
"('Jinx', 'Kennen', 'Lillia', 'Rell', 'Tristana')",3,0,3,1.0
"('Lee Sin', 'Nautilus', 'Nidalee', 'Rumble', 'Varus')",1,0,1,1.0
"('Aurelion Sol', 'Corki', 'Kennen', 'Nautilus', ""Rek'Sai"")",2,0,2,1.0
"('Aphelios', 'Kennen', ""Kha'Zix"", 'Milio', 'Orianna')",2,0,2,1.0
"('Jinx', 'Nidalee', 'Rumble', 'Thresh', 'Tristana')",1,0,1,1.0
"('Lee Sin', 'Neeko', 'Ryze', 'Taliyah', 'Varus')",1,0,1,1.0
"('Maokai', 'Nidalee', 'Rumble', 'Tristana', 'Twisted Fate')",3,0,3,1.0
"('Blitzcrank', 'Hwei', 'Jhin', 'Pantheon', 'Rumble')",1,0,1,1.0
"('Ahri', 'Ashe', 'Ezreal', 'Hecarim', 'Rumble')",1,0,1,1.0
"('Lillia', 'Pantheon', 'Poppy', 'Rumble', 'Zeri')",1,0,1,1.0
"('Fiora', 'Galio', 'Jarvan IV', ""Kai'Sa"", 'Malphite')",1,0,1,1.0
"('Amumu', 'Caitlyn', 'Jarvan IV', 'Orianna', 'Rumble')",2,0,2,1.0
"('Akali', 'Alistar', 'Kennen', 'Lee Sin', 'Varus')",2,0,2,1.0
"('Ashe', 'Braum', 'Hecarim', 'Katarina', 'Rumble')",1,0,1,1.0
"('Alistar', 'Jinx', 'Kennen', 'Sylas', 'Viego')",1,0,1,1.0
"('Akshan', ""Kai'Sa"", 'Maokai', 'Rumble', 'Taliyah')",2,0,2,1.0
"('Gragas', 'Katarina', 'Rakan', 'Viego', 'Zeri')",1,0,1,1.0
"('Akali', 'Alistar', 'Gragas', 'Hecarim', ""Kai'Sa"")",1,0,1,1.0
"('Caitlyn', 'Camille', 'Diana', 'Lee Sin', 'Rell')",1,0,1,1.0
"('Gragas', 'Hecarim', 'LeBlanc', 'Seraphine', 'Smolder')",1,0,1,1.0
"('Aatrox', 'Aurelion Sol', 'Senna', 'Taliyah', 'Twitch')",1,0,1,1.0
"('Diana', 'Heimerdinger', 'Nami', 'Sett', 'Viego')",1,0,1,1.0
"('Diana', 'Jinx', 'Lee Sin', 'Rell', 'Shen')",1,0,1,1.0
"('Ahri', 'Lucian', 'Nami', 'Twisted Fate', 'Viego')",1,0,1,1.0
"('Caitlyn', ""K'Sante"", 'Neeko', 'Vex', 'Viego')",1,0,1,1.0
"('Blitzcrank', 'Jinx', 'Lillia', 'Renekton', 'Tristana')",1,0,1,1.0
"('Karthus', 'Lissandra', 'Lucian', 'Nami', 'Nasus')",1,0,1,1.0
"('Diana', 'Elise', ""Kai'Sa"", 'Quinn', 'Rell')",1,0,1,1.0
"('Bard', 'Fiddlesticks', 'Gnar', 'Tristana', 'Zeri')",1,0,1,1.0
"('Fiora', 'Jinx', 'Nidalee', 'Shaco', 'Tristana')",1,0,1,1.0
"('Diana', 'Jinx', 'Kalista', 'Rumble', 'Skarner')",1,0,1,1.0
"('Diana', 'Evelynn', 'Jinx', ""K'Sante"", 'Milio')",2,0,2,1.0
"('Diana', 'Fiora', 'Lucian', 'Nami', 'Poppy')",1,0,1,1.0
"('Karthus', 'Nautilus', 'Riven', 'Tristana', 'Varus')",1,0,1,1.0
"('Corki', 'Kindred', 'Nunu & Willump', 'Rakan', 'Skarner')",1,0,1,1.0
"('Diana', 'Ezreal', 'Kennen', 'Leona', 'Xin Zhao')",1,0,1,1.0
"('Ezreal', 'Galio', 'Karma', 'Skarner', 'Tryndamere')",1,0,1,1.0
"('Corki', 'Lissandra', 'Master Yi', 'Mordekaiser', 'Rakan')",1,0,1,1.0
"('Diana', 'Draven', 'Gragas', 'Lee Sin', 'Thresh')",1,0,1,1.0
"('Corki', 'Diana', 'Pyke', 'Rumble', 'Viego')",1,0,1,1.0
"('Camille', 'Corki', 'Karthus', 'Rakan', 'Yasuo')",1,0,1,1.0
"('Ahri', 'Caitlyn', 'Camille', 'Lee Sin', 'Lux')",1,0,1,1.0
"('Fiora', 'Jinx', 'Lee Sin', 'Lissandra', 'Thresh')",3,0,3,1.0
"('Nautilus', 'Renekton', 'Rumble', 'Senna', 'Viego')",1,0,1,1.0
"('Hecarim', 'Hwei', ""Kai'Sa"", 'Rell', 'Viego')",1,0,1,1.0
"('Ahri', 'Fiora', 'Hecarim', 'Rell', 'Varus')",2,0,2,1.0
"('Aatrox', 'Lillia', 'Pyke', 'Twitch', 'Yone')",3,0,3,1.0
"('Pantheon', 'Rell', 'Taliyah', 'Udyr', 'Zeri')",1,0,1,1.0
"('Galio', 'Hecarim', 'Lulu', 'Nilah', 'Poppy')",4,0,4,1.0
"('Akali', 'Seraphine', 'Sivir', 'Viego', 'Zac')",3,0,3,1.0
"('Akshan', 'Cassiopeia', 'Hecarim', 'Jax', 'Pyke')",3,0,3,1.0
"('Hecarim', 'Mordekaiser', 'Rakan', 'Tryndamere', 'Twitch')",3,0,3,1.0
"('Nautilus', 'Nilah', 'Rumble', 'Taliyah', 'Viego')",1,0,1,1.0
"('Corki', ""Kha'Zix"", 'Rumble', 'Seraphine', 'Varus')",1,0,1,1.0
"('Jinx', 'Lillia', 'Lulu', 'Pantheon', 'Talon')",1,0,1,1.0
"('Blitzcrank', 'Corki', 'Karthus', 'Kennen', 'Varus')",3,0,3,1.0
"('Gangplank', ""Kai'Sa"", ""Kha'Zix"", 'LeBlanc', 'Nautilus')",2,0,2,1.0
"('Irelia', 'Neeko', 'Rengar', 'Sylas', 'Varus')",2,0,2,1.0
"('Bard', 'Sivir', 'Skarner', 'Viego', 'Zoe')",3,0,3,1.0
"('Aphelios', 'Braum', 'Nidalee', 'Orianna', 'Renekton')",1,0,1,1.0
"('Heimerdinger', 'Jinx', 'Rakan', 'Rumble', 'Viego')",2,0,2,1.0
"('Elise', 'Irelia', ""Kai'Sa"", 'Kled', 'Nautilus')",2,0,2,1.0
"('Alistar', 'Kled', 'Ornn', 'Taliyah', 'Zeri')",1,0,1,1.0
"(""Kha'Zix"", 'Kled', 'Lucian', 'Sylas', 'Zoe')",1,0,1,1.0
"('Blitzcrank', 'Corki', 'Gwen', 'LeBlanc', 'Warwick')",1,0,1,1.0
"('Ashe', 'Lillia', 'Seraphine', 'Shen', 'Tristana')",1,0,1,1.0
"('Gragas', 'Hecarim', ""Kai'Sa"", 'Nautilus', 'Talon')",2,0,2,1.0
"('Cassiopeia', ""Kai'Sa"", ""Rek'Sai"", 'Rell', 'Skarner')",2,0,2,1.0
"(""Bel'Veth"", 'Hwei', ""K'Sante"", 'Nautilus', 'Tristana')",1,0,1,1.0
"('Braum', 'Corki', 'Fiddlesticks', 'Smolder', 'Urgot')",2,0,2,1.0
"(""K'Sante"", 'Lucian', 'Nami', 'Nidalee', 'Yone')",1,0,1,1.0
"('Blitzcrank', 'Gnar', 'Sylas', 'Tristana', 'Zyra')",1,0,1,1.0
"('Braum', 'Corki', 'Lissandra', 'Vayne', 'Warwick')",1,0,1,1.0
"('Ashe', 'Camille', 'Lillia', 'Sivir', 'Talon')",1,0,1,1.0
"('Fiddlesticks', ""Kog'Maw"", 'Lulu', 'Sylas', 'Yorick')",1,0,1,1.0
"('Bard', 'Fiora', 'Jhin', 'LeBlanc', 'Nidalee')",1,0,1,1.0
"('Katarina', 'LeBlanc', 'Poppy', 'Sivir', 'Twisted Fate')",1,0,1,1.0
"('Jayce', 'Mordekaiser', 'Nautilus', 'Nunu & Willump', 'Samira')",1,0,1,1.0
"('Akali', 'Camille', 'Graves', 'Lucian', 'Poppy')",1,0,1,1.0
"('Aatrox', 'Hwei', 'Seraphine', 'Varus', 'Viego')",1,0,1,1.0
"('Camille', 'Diana', 'LeBlanc', 'Pyke', 'Yasuo')",1,0,1,1.0
"('Ezreal', 'Jarvan IV', ""K'Sante"", 'LeBlanc', 'Lee Sin')",1,0,1,1.0
"('Corki', 'Kayn', 'Kennen', 'Miss Fortune', 'Rell')",1,0,1,1.0
"('Jinx', 'Karthus', 'Rell', 'Sylas', 'Warwick')",1,0,1,1.0
"('Nautilus', 'Nidalee', 'Sylas', 'Tryndamere', 'Varus')",1,0,1,1.0
"('Hwei', 'Jax', 'Jinx', 'Lee Sin', 'Thresh')",2,0,2,1.0
"('Gragas', 'Graves', 'Jax', 'Xerath', 'Yasuo')",1,0,1,1.0
"('Akali', 'Blitzcrank', 'Corki', 'Kled', 'Lee Sin')",1,0,1,1.0
"('Alistar', 'Irelia', ""Kai'Sa"", 'Taliyah', 'Viego')",1,0,1,1.0
"('Alistar', 'Heimerdinger', 'Lillia', 'Tristana', 'Zeri')",2,0,2,1.0
"('Jhin', 'LeBlanc', 'Lee Sin', 'Leona', 'Twisted Fate')",2,0,2,1.0
"('Diana', 'Kennen', ""Kog'Maw"", 'Rakan', 'Tristana')",2,0,2,1.0
"('Akali', 'Alistar', 'Sejuani', 'Tryndamere', 'Zeri')",2,0,2,1.0
"('Gwen', 'Leona', 'Nidalee', 'Yone', 'Zeri')",3,0,3,1.0
"('Corki', 'Kennen', 'Leona', 'Nidalee', 'Pantheon')",1,0,1,1.0
"('Alistar', 'Skarner', 'Taliyah', 'Viego', 'Zeri')",1,0,1,1.0
"('Blitzcrank', 'Jayce', ""Kai'Sa"", 'Taliyah', 'Tryndamere')",1,0,1,1.0
"('Camille', 'Graves', 'Skarner', 'Tristana', 'Xerath')",2,0,2,1.0
"('Ahri', ""K'Sante"", 'Lucian', 'Nami', 'Xin Zhao')",1,0,1,1.0
"('Camille', 'Corki', ""K'Sante"", ""Rek'Sai"", 'Syndra')",1,0,1,1.0
"('Azir', 'Jax', 'Jhin', 'Lee Sin', 'Rumble')",2,0,2,1.0
"(""Cho'Gath"", 'Corki', 'Irelia', 'Nidalee', 'Tristana')",2,0,2,1.0
"('Alistar', 'Jax', 'Lillia', 'Tristana', 'Ziggs')",2,0,2,1.0
"('Jinx', 'Renekton', 'Taliyah', 'Thresh', 'Twisted Fate')",1,0,1,1.0
"('Camille', 'Corki', 'Galio', 'Skarner', 'Taliyah')",2,0,2,1.0
"('Ashe', 'Jax', 'Lillia', 'Tristana', 'Varus')",1,0,1,1.0
"('Cassiopeia', 'Graves', 'Irelia', 'Jhin', 'Karma')",1,0,1,1.0
"('Jayce', ""Rek'Sai"", 'Thresh', 'Varus', 'Viktor')",1,0,1,1.0
"('Alistar', 'Ashe', 'Nidalee', 'Riven', 'Yone')",1,0,1,1.0
"('Jhin', 'Karthus', 'Pyke', 'Tristana', 'Twisted Fate')",1,0,1,1.0
"('Ashe', 'Braum', 'LeBlanc', 'Rumble', 'Viego')",1,0,1,1.0
"('Ashe', 'Braum', 'Viego', 'Zac', 'Zoe')",1,0,1,1.0
"(""K'Sante"", ""Kai'Sa"", 'Nautilus', 'Twisted Fate', 'Viego')",1,0,1,1.0
"('Ashe', ""Bel'Veth"", 'Hwei', 'Seraphine', 'Tryndamere')",1,0,1,1.0
"('Draven', 'Katarina', 'Lee Sin', 'Rell', 'Rumble')",1,0,1,1.0
"('Dr. Mundo', 'Hwei', 'Kindred', 'Rumble', 'Varus')",1,0,1,1.0
"('Braum', 'Jinx', ""Rek'Sai"", 'Sylas', 'Twisted Fate')",1,0,1,1.0
"('Graves', 'Gwen', 'Hwei', 'Nautilus', 'Varus')",1,0,1,1.0
"(""Kai'Sa"", 'Lillia', 'Nautilus', 'Poppy', 'Viego')",1,0,1,1.0
"('Ezreal', 'Graves', 'Karma', 'LeBlanc', 'Skarner')",1,0,1,1.0
"('LeBlanc', 'Rakan', 'Twisted Fate', 'Viego', 'Xayah')",1,0,1,1.0
"('Aatrox', 'Nunu & Willump', 'Rell', 'Samira', 'Zoe')",1,0,1,1.0
"('Ahri', 'Lucian', 'Milio', 'Nunu & Willump', 'Olaf')",1,0,1,1.0
"('Akali', ""Kai'Sa"", 'Rell', 'Viego', 'Xin Zhao')",1,0,1,1.0
"('Ashe', 'Lillia', 'Poppy', 'Seraphine', 'Tryndamere')",1,0,1,1.0
"('Aatrox', 'Draven', 'Evelynn', 'Talon', 'Thresh')",1,0,1,1.0
"('Ahri', ""Rek'Sai"", 'Rumble', 'Varus', 'Zac')",1,0,1,1.0
"('Ashe', 'Leona', ""Rek'Sai"", 'Syndra', 'Tryndamere')",2,0,2,1.0
"('Alistar', 'Kalista', 'Karthus', 'Katarina', 'Warwick')",1,0,1,1.0
"('LeBlanc', 'Nautilus', 'Senna', 'Skarner', 'Xin Zhao')",1,0,1,1.0
"('Aphelios', 'Fiora', 'Karthus', 'LeBlanc', 'Thresh')",1,0,1,1.0
"('Ashe', 'Braum', 'Lee Sin', 'Pantheon', 'Xerath')",1,0,1,1.0
"('Ashe', 'Aurelion Sol', 'Braum', 'Gnar', 'Lee Sin')",1,0,1,1.0
"('Jhin', 'Karthus', 'Sona', 'Tristana', 'Twisted Fate')",1,0,1,1.0
"(""Kai'Sa"", 'Lissandra', 'Nautilus', 'Renekton', 'Viego')",2,0,2,1.0
"('LeBlanc', 'Lee Sin', 'Nautilus', 'Pantheon', 'Zeri')",2,0,2,1.0
"('Caitlyn', 'Jax', 'Neeko', 'Nidalee', 'Viego')",1,0,1,1.0
"('Akali', 'Caitlyn', 'Gwen', 'Lulu', 'Quinn')",1,0,1,1.0
"('Kennen', 'LeBlanc', 'Lee Sin', 'Maokai', 'Senna')",2,0,2,1.0
"('Fiddlesticks', ""K'Sante"", 'Maokai', 'Senna', 'Tristana')",2,0,2,1.0
"('Aphelios', 'Karthus', 'Qiyana', 'Renekton', 'Thresh')",2,0,2,1.0
"('Heimerdinger', 'Kindred', 'Lucian', 'Orianna', 'Rell')",1,0,1,1.0
"('Brand', 'Kalista', 'Rell', 'Skarner', 'Zed')",1,0,1,1.0
"('Neeko', 'Nidalee', 'Riven', 'Twisted Fate', 'Varus')",1,0,1,1.0
"('Ashe', 'Jax', 'Nasus', 'Nidalee', 'Sett')",1,0,1,1.0
"('Caitlyn', ""K'Sante"", 'Morgana', 'Nunu & Willump', 'Yasuo')",1,0,1,1.0
"('Ashe', 'Corki', 'Kennen', 'Taliyah', 'Tristana')",3,0,3,1.0
"('Camille', 'Galio', 'Lillia', 'Miss Fortune', 'Qiyana')",1,0,1,1.0
"('Camille', 'Corki', 'Nidalee', 'Rakan', 'Zeri')",2,0,2,1.0
"('Azir', 'Jinx', 'Nautilus', 'Rumble', 'Twisted Fate')",1,0,1,1.0
"('Ekko', 'Kalista', 'Kayn', 'Rell', 'Renekton')",1,0,1,1.0
"('Akshan', 'Ashe', 'Nautilus', 'Rumble', 'Taliyah')",2,0,2,1.0
"('Alistar', 'Ekko', ""Kai'Sa"", 'Lillia', 'Urgot')",1,0,1,1.0
"('Gwen', 'Kled', 'Miss Fortune', 'Rakan', 'Viego')",1,0,1,1.0
"('Corki', 'Fiora', 'Janna', 'Jinx', 'Lillia')",1,0,1,1.0
"('Ezreal', 'Kennen', 'Nidalee', 'Sett', 'Tristana')",1,0,1,1.0
"('Nidalee', 'Rell', 'Urgot', 'Yone', 'Ziggs')",2,0,2,1.0
"('Gnar', 'Jayce', ""Kai'Sa"", 'Nidalee', 'Rell')",2,0,2,1.0
"('Corki', 'Karthus', 'Nautilus', 'Nilah', 'Vladimir')",1,0,1,1.0
"('Ahri', 'Graves', ""K'Sante"", 'Leona', 'Nilah')",1,0,1,1.0
"('Ashe', 'Lee Sin', 'Lux', 'Nilah', 'Tryndamere')",2,0,2,1.0
"('Hwei', 'Mordekaiser', 'Nilah', 'Pantheon', 'Rakan')",1,0,1,1.0
"('Bard', 'Hwei', 'Lee Sin', 'Nilah', 'Viego')",2,0,2,1.0
"('Nilah', 'Rakan', 'Ryze', 'Vi', 'Yone')",1,0,1,1.0
"('Lillia', 'Senna', 'Seraphine', 'Tryndamere', 'Yone')",2,0,2,1.0
"('Aatrox', 'Nautilus', 'Nilah', 'Taliyah', 'Tristana')",2,0,2,1.0
"('Ashe', 'Fiora', 'Heimerdinger', 'Twisted Fate', 'Viego')",1,0,1,1.0
"('Azir', 'Jax', 'Miss Fortune', 'Seraphine', 'Sylas')",1,0,1,1.0
"('Corki', 'Fiora', 'Nautilus', 'Nidalee', 'Vex')",1,0,1,1.0
"('Blitzcrank', 'Fiddlesticks', 'Fiora', 'Tristana', 'Varus')",1,0,1,1.0
"('Blitzcrank', 'Hwei', ""Kai'Sa"", 'Master Yi', 'Riven')",1,0,1,1.0
"('Ashe', 'Aurelion Sol', 'Fiora', 'Seraphine', 'Viego')",1,0,1,1.0
"('Ashe', 'Fiora', 'Nautilus', 'Rumble', 'Syndra')",1,0,1,1.0
"('Fiora', 'Hwei', ""Kai'Sa"", 'Nautilus', 'Viego')",1,0,1,1.0
"('Camille', 'Nilah', 'Taric', 'Tristana', 'Viego')",1,0,1,1.0
"('Ahri', 'Blitzcrank', 'Briar', 'Jax', 'Nilah')",1,0,1,1.0
"('Aurelion Sol', 'Graves', 'Kennen', 'Nilah', 'Sejuani')",2,0,2,1.0
"('Jayce', 'Mordekaiser', 'Nilah', 'Poppy', 'Rakan')",2,0,2,1.0
"('Camille', 'Graves', 'Jhin', 'Maokai', 'Neeko')",2,0,2,1.0
"('Jinx', 'Malphite', 'Nautilus', 'Nidalee', 'Tristana')",1,0,1,1.0
"('Akali', 'Fiora', 'Jinx', 'Leona', 'Zyra')",1,0,1,1.0
"('Ashe', 'Camille', 'Galio', 'Kindred', 'Seraphine')",1,0,1,1.0
"('Fiora', 'Kindred', 'LeBlanc', 'Sivir', 'Zyra')",1,0,1,1.0
"('Elise', 'Irelia', 'Jinx', 'Nautilus', 'Viktor')",1,0,1,1.0
"('Fiora', ""Kai'Sa"", 'Lissandra', 'Nautilus', 'Viego')",1,0,1,1.0
"('Corki', 'Elise', 'Tristana', 'Yone', 'Zac')",1,0,1,1.0
"('Gragas', 'Nilah', 'Rakan', 'Twisted Fate', 'Viego')",2,0,2,1.0
"('Graves', 'Jhin', 'Nautilus', 'Skarner', 'Viktor')",2,0,2,1.0
"('Aphelios', 'Leona', 'Lillia', 'Ryze', 'Viego')",1,0,1,1.0
"('Kindred', 'Nilah', 'Pantheon', 'Shen', 'Syndra')",1,0,1,1.0
"('Galio', 'Gnar', 'Nilah', 'Viego', 'Yuumi')",1,0,1,1.0
"('Camille', 'Nilah', 'Taliyah', 'Twisted Fate', 'Zac')",1,0,1,1.0
"('Galio', ""K'Sante"", 'Nidalee', 'Nilah', 'Senna')",1,0,1,1.0
"('Akali', 'Galio', 'Nilah', 'Renekton', 'Xin Zhao')",1,0,1,1.0
"('Nilah', 'Seraphine', 'Skarner', 'Twisted Fate', 'Viego')",2,0,2,1.0
"('Gnar', 'Nilah', 'Rell', 'Twisted Fate', 'Volibear')",1,0,1,1.0
"('Ashe', 'Corki', 'Fiora', 'Nidalee', 'Tahm Kench')",3,0,3,1.0
"('Aphelios', 'Braum', 'Katarina', 'Lee Sin', 'Poppy')",2,0,2,1.0
"('Blitzcrank', ""Kai'Sa"", 'LeBlanc', 'Lee Sin', 'Rumble')",2,0,2,1.0
"('Fiora', 'Jhin', 'Rakan', 'Taliyah', 'Tristana')",1,0,1,1.0
"('Aphelios', 'Gwen', 'Thresh', 'Tryndamere', 'Zilean')",1,0,1,1.0
"('Alistar', ""Kai'Sa"", 'Lee Sin', 'Sett', 'Twisted Fate')",1,0,1,1.0
"('Elise', ""Kai'Sa"", 'Qiyana', 'Rell', 'Varus')",1,0,1,1.0
"(""Kai'Sa"", 'Kindred', 'Nautilus', 'Skarner', 'Zac')",1,0,1,1.0
"('Ahri', 'Corki', ""K'Sante"", 'Nautilus', 'Xin Zhao')",1,0,1,1.0
"('Akshan', 'Corki', 'Irelia', 'Lillia', 'Nautilus')",1,0,1,1.0
"('Darius', 'Jhin', 'Leona', 'Lillia', 'Lux')",1,0,1,1.0
"('Aatrox', 'LeBlanc', 'Lillia', 'Thresh', 'Varus')",1,0,1,1.0
"('Aatrox', 'Blitzcrank', 'Jinx', 'Syndra', 'Viego')",1,0,1,1.0
"('Akali', 'Blitzcrank', 'Jinx', 'Lillia', 'Tristana')",1,0,1,1.0
"('Ashe', 'Caitlyn', 'Camille', 'Viego', 'Viktor')",1,0,1,1.0
"('Aatrox', 'Cassiopeia', 'Corki', 'Leona', 'Viego')",1,0,1,1.0
"('Elise', 'Galio', 'Jinx', 'Kled', 'Pyke')",1,0,1,1.0
"('Lillia', 'Nautilus', 'Samira', 'Tryndamere', 'Xerath')",1,0,1,1.0
"('Lillia', 'Malzahar', 'Maokai', 'Vayne', 'Zeri')",1,0,1,1.0
"('Aatrox', 'Graves', 'Katarina', 'Rakan', 'Varus')",1,0,1,1.0
"('Blitzcrank', 'Orianna', 'Rengar', 'Skarner', 'Zeri')",1,0,1,1.0
"('Blitzcrank', ""Kai'Sa"", 'Nasus', 'Nidalee', 'Twisted Fate')",1,0,1,1.0
"('Corki', 'Leona', 'Skarner', 'Taliyah', 'Viego')",1,0,1,1.0
"('Aphelios', 'Dr. Mundo', 'Graves', 'Rumble', 'Twisted Fate')",3,0,3,1.0
"('Ashe', 'Kled', 'Rumble', 'Vex', 'Xin Zhao')",1,0,1,1.0
"('Ashe', ""Bel'Veth"", 'LeBlanc', 'Olaf', 'Varus')",1,0,1,1.0
"('Ashe', 'Fiora', 'Graves', 'LeBlanc', 'Soraka')",2,0,2,1.0
"('Fiora', 'Hwei', 'Jinx', ""Rek'Sai"", 'Thresh')",1,0,1,1.0
"('Ashe', 'Fiora', 'Karthus', 'Talon', 'Thresh')",2,0,2,1.0
"('Ashe', 'Blitzcrank', 'Ekko', 'Fiora', 'Hwei')",2,0,2,1.0
"('Fiora', 'Gragas', ""Kai'Sa"", 'Taliyah', 'Twisted Fate')",3,0,3,1.0
"('Fiora', 'Hecarim', 'Nilah', 'Viego', 'Yuumi')",1,0,1,1.0
"('Fiora', ""Kai'Sa"", 'Nidalee', 'Seraphine', 'Tristana')",1,0,1,1.0
"('Aphelios', 'Fiora', 'Hwei', 'Lulu', 'Xin Zhao')",1,0,1,1.0
"('Corki', 'Draven', 'Fiora', 'Nidalee', 'Thresh')",1,0,1,1.0
"('Poppy', 'Rakan', 'Taliyah', 'Tristana', 'Xayah')",3,0,3,1.0
"('Jarvan IV', ""Kai'Sa"", 'Nautilus', 'Vex', 'Vladimir')",1,0,1,1.0
"(""Bel'Veth"", 'Poppy', 'Xerath', 'Yasuo', 'Zeri')",3,0,3,1.0
"('Fiora', 'Rakan', 'Taliyah', 'Varus', 'Zed')",1,0,1,1.0
"('Bard', 'Fiora', 'Graves', 'Nunu & Willump', 'Smolder')",2,0,2,1.0
"('Malphite', 'Nidalee', 'Skarner', 'Smolder', 'Tristana')",2,0,2,1.0
"('Graves', 'Hwei', 'Jinx', 'Nautilus', 'Poppy')",2,0,2,1.0
"('Corki', 'Galio', 'Ornn', 'Poppy', 'Viego')",1,0,1,1.0
"('Caitlyn', 'Graves', 'Hwei', 'Morgana', 'Twisted Fate')",1,0,1,1.0
"('Corki', 'Graves', ""K'Sante"", 'Nautilus', 'Ryze')",2,0,2,1.0
"('Dr. Mundo', ""Kai'Sa"", 'Karthus', 'Malzahar', 'Rell')",1,0,1,1.0
"('Garen', 'Taliyah', 'Yuumi', 'Zed', 'Zeri')",1,0,1,1.0
"('Draven', 'Kennen', ""Kha'Zix"", 'Nautilus', 'Twisted Fate')",1,0,1,1.0
"(""Bel'Veth"", 'Braum', 'Jinx', 'LeBlanc', 'Skarner')",3,0,3,1.0
"('Aphelios', 'Fiddlesticks', 'Galio', 'Renekton', 'Tahm Kench')",2,0,2,1.0
"('Katarina', 'Lee Sin', 'Rakan', 'Riven', 'Zeri')",3,0,3,1.0
"('Akali', 'Ashe', 'Lissandra', 'Renekton', 'Viego')",1,0,1,1.0
"('Hwei', 'Kindred', 'Lulu', 'Riven', 'Zeri')",1,0,1,1.0
"('Galio', ""Kai'Sa"", 'Neeko', 'Riven', 'Viego')",2,0,2,1.0
"('Diana', 'Riven', 'Senna', 'Taliyah', 'Varus')",2,0,2,1.0
"('Hecarim', 'Neeko', 'Riven', 'Singed', 'Zeri')",2,0,2,1.0
"('Anivia', 'Ashe', ""Bel'Veth"", 'Blitzcrank', 'Sett')",1,0,1,1.0
"(""Bel'Veth"", 'LeBlanc', 'Lucian', 'Nami', 'Ryze')",1,0,1,1.0
"(""Bel'Veth"", 'LeBlanc', 'Nautilus', 'Ornn', 'Samira')",1,0,1,1.0
"('Aatrox', ""Bel'Veth"", 'Hwei', 'Jinx', 'Rakan')",1,0,1,1.0
"('Ekko', ""K'Sante"", ""Kha'Zix"", 'Rakan', 'Varus')",1,0,1,1.0
"(""Bel'Veth"", 'Janna', 'Jinx', 'Sylas', 'Twisted Fate')",1,0,1,1.0
"('Azir', ""Bel'Veth"", 'Jax', 'Jinx', 'Thresh')",1,0,1,1.0
"(""Bel'Veth"", 'Gnar', 'Nilah', 'Sylas', 'Taric')",1,0,1,1.0
"('Akali', 'Bard', ""Bel'Veth"", 'Ezreal', 'Mordekaiser')",1,0,1,1.0
"(""Bel'Veth"", 'Camille', 'Cassiopeia', 'Galio', 'Nautilus')",2,0,2,1.0
"('Alistar', ""Bel'Veth"", 'Irelia', 'Vladimir', 'Zeri')",1,0,1,1.0
"('Akali', ""Bel'Veth"", 'Pyke', 'Warwick', 'Zeri')",2,0,2,1.0
"('Aatrox', 'Aphelios', 'Braum', 'Nidalee', 'Riven')",1,0,1,1.0
"('Fiora', 'Nunu & Willump', 'Rakan', 'Riven', 'Ziggs')",1,0,1,1.0
"('Ashe', 'Nunu & Willump', 'Rell', 'Riven', 'Xerath')",2,0,2,1.0
"('Annie', 'Blitzcrank', 'Corki', 'Lee Sin', 'Riven')",2,0,2,1.0
"('Caitlyn', 'Jayce', 'Nautilus', 'Riven', 'Taliyah')",1,0,1,1.0
"(""Cho'Gath"", 'Nautilus', 'Riven', 'Rumble', 'Viego')",2,0,2,1.0
"('Hwei', ""Kai'Sa"", ""Rek'Sai"", 'Rell', 'Riven')",1,0,1,1.0
"(""Kai'Sa"", 'Master Yi', 'Nunu & Willump', 'Riven', 'Swain')",1,0,1,1.0
"('Camille', 'Jayce', 'Jhin', 'Lillia', 'Seraphine')",1,0,1,1.0
"('Blitzcrank', 'Jhin', 'LeBlanc', 'Lillia', 'Riven')",1,0,1,1.0
"('Camille', 'Jayce', 'Kalista', 'Nidalee', 'Pantheon')",1,0,1,1.0
"('Camille', 'Ezreal', 'Lee Sin', 'Taliyah', 'Yuumi')",1,0,1,1.0
"('Gragas', 'Graves', ""Kai'Sa"", 'Riven', 'Zac')",2,0,2,1.0
"('Alistar', 'Camille', 'Kalista', 'Nidalee', 'Vladimir')",1,0,1,1.0
"('Blitzcrank', 'Camille', 'Draven', 'Karthus', 'Talon')",1,0,1,1.0
"('Camille', 'Jinx', 'Thresh', 'Viego', 'Zoe')",1,0,1,1.0
"('Camille', 'Corki', 'Elise', 'Soraka', 'Tristana')",1,0,1,1.0
"('Akali', 'Camille', 'Jinx', 'Rell', 'Taliyah')",2,0,2,1.0
"('Graves', 'Jhin', 'Nautilus', 'Riven', 'Syndra')",1,0,1,1.0
"('Brand', 'Jayce', 'Nautilus', 'Riven', 'Swain')",2,0,2,1.0
